name,code
원티드랩,376980.KQ
월덱스,101160.KQ
웰크론한텍,076080.KQ
웹스,196700.KQ
위니아에이드,377460.KQ
윙입푸드,900340.KQ
유니셈,036200.KQ
유진기업,023410.KQ
유진로봇,056080.KQ
이노인스트루먼트,215790.KQ
이녹스첨단소재,272290.KQ
이라이콤,041520.KQ
이베스트투자증권,078020.KQ
이엔에프테크놀로지,102710.KQ
이엠텍,091120.KQ
이원컴포텍,088290.KQ
이크레더블,092130.KQ
인베니아,079950.KQ
인크로스,216050.KQ
일야,058450.KQ
일진파워,094820.KQ
제노포커스,187420.KQ
제닉,123330.KQ
제룡산업,147830.KQ
제이브이엠,054950.KQ
제이씨케미칼,137950.KQ
제이앤티씨,204270.KQ
제이엔케이히터,126880.KQ
중앙에너비스,000440.KQ
지놈앤컴퍼니,314130.KQ
지앤비에스엔지니어링,382800.KQ
지엘팜텍,204840.KQ
진매트릭스,109820.KQ
창해에탄올,004650.KQ
컬러레이,900310.KQ
케이엔제이,272110.KQ
케이엠,083550.KQ
케이프,064820.KQ
코데즈컴바인,047770.KQ
코디,080530.KQ
코리아에프티,123410.KQ
코오롱티슈진,950160.KQ
콜마비앤에이치,200130.KQ
큐라클,365270.KQ
크레버스,096240.KQ
클라우드에어,036170.KQ
키움제6호스팩,413600.KQ
타이거일렉,219130.KQ
탑코미디어,134580.KQ
테스,095610.KQ
톱텍,108230.KQ
툴젠,199800.KQ
티사이언티픽,057680.KQ
티피씨글로벌,130740.KQ
파워로직스,047310.KQ
팬젠,222110.KQ
폴라리스세원,234100.KQ
프리엠스,053160.KQ
플랜티넷,075130.KQ
피앤씨테크,237750.KQ
하나금융20호스팩,400560.KQ
하나금융24호스팩,430230.KQ
하나금융25호스팩,435620.KQ
하림지주,003380.KQ
하이소닉,106080.KQ
하이제6호스팩,377400.KQ
한국가구,004590.KQ
한국비엔씨,256840.KQ
한국정밀기계,101680.KQ
한글과컴퓨터,030520.KQ
한양이엔지,045100.KQ
한일진공,123840.KQ
한화플러스제3호스팩,430460.KQ
헬릭스미스,084990.KQ
휴온스,243070.KQ
AP시스템,265520.KQ
AP위성,211270.KQ
BNGT,032790.KQ
CJ ENM,035760.KQ
KH 건설,226360.KQ
KX하이텍,052900.KQ
S&K폴리텍,091340.KQ
SFA반도체,036540.KQ
SGA,049470.KQ
SGC이테크건설,016250.KQ
SM Life Design,063440.KQ
THE E&M,089230.KQ
THE MIDONG,161570.KQ
TKG애강,022220.KQ
골프존뉴딘홀딩스,121440.KQ
교보10호기업인수목적,355150.KQ
그래디언트,035080.KQ
글로벌에스엠,900070.KQ
금화피에스시,036190.KQ
나노신소재,121600.KQ
나스미디어,089600.KQ
네온테크,306620.KQ
노랑풍선,104620.KQ
녹십자웰빙,234690.KQ
누리플랜,069140.KQ
다믈멀티미디어,093640.KQ
대동스틸,048470.KQ
대신밸런스제10호스팩,387310.KQ
대신밸런스제12호스팩,426670.KQ
대아티아이,045390.KQ
대주전자재료,078600.KQ
데이타솔루션,263800.KQ
덱스터,206560.KQ
덴티스,261200.KQ
동국알앤에스,075970.KQ
동일금속,109860.KQ
동일철강,023790.KQ
동화기업,025900.KQ
두산테스나,131970.KQ
드래곤플라이,030350.KQ
드림씨아이에스,223250.KQ
디어유,376300.KQ
디에이테크놀로지,196490.KQ
디지캡,197140.KQ
디티앤씨,187220.KQ
라닉스,317120.KQ
라온테크,232680.KQ
라이온켐텍,171120.KQ
라이프시맨틱스,347700.KQ
레인보우로보틱스,277810.KQ
로보티즈,108490.KQ
로체시스템즈,071280.KQ
루트로닉,085370.KQ
리노공업,058470.KQ
리파인,377450.KQ
마니커에프앤지,195500.KQ
마이크로디지탈,305090.KQ
매커스,093520.KQ
메디아나,041920.KQ
메이슨캐피탈,021880.KQ
메카로,241770.KQ
미래생명자원,218150.KQ
바른손,018700.KQ
백금T&A,046310.KQ
보성파워텍,006910.KQ
브이티지엠피,018290.KQ
블루베리 NFT,044480.KQ
비디아이,148140.KQ
비비씨,318410.KQ
비씨월드제약,200780.KQ
비아트론,141000.KQ
비츠로시스,054220.KQ
빅솔론,093190.KQ
빛샘전자,072950.KQ
삼강엠앤티,100090.KQ
삼영이엔씨,065570.KQ
서남,294630.KQ
서진오토모티브,122690.KQ
서희건설,035890.KQ
세동,053060.KQ
세림B&G,340440.KQ
세원물산,024830.KQ
세진티에스,067770.KQ
세토피아,222810.KQ
셀트리온제약,068760.KQ
솔브레인홀딩스,036830.KQ
솔트룩스,304100.KQ
쇼박스,086980.KQ
슈프리마아이디,317770.KQ
승일,049830.KQ
신신제약,002800.KQ
신원종합개발,017000.KQ
실리콘투,257720.KQ
썸에이지,208640.KQ
쏠리드,050890.KQ
아난티,025980.KQ
아바코,083930.KQ
아스트,067390.KQ
아이진,185490.KQ
아이큐어,175250.KQ
아이크래프트,052460.KQ
아이텍,119830.KQ
아이패밀리에스씨,114840.KQ
알로이스,297570.KQ
알리코제약,260660.KQ
야스,255440.KQ
양지사,030960.KQ
에스넷,038680.KQ
에스비비테크,389500.KQ
에스씨디,042110.KQ
에스에스알,275630.KQ
에스와이,109610.KQ
에스케이증권7호스팩,408920.KQ
에스텍,069510.KQ
에스폴리텍,050760.KQ
에스퓨얼셀,288620.KQ
에스피시스템스,317830.KQ
에이에프더블류,312610.KQ
에이치시티,072990.KQ
에이치피오,357230.KQ
에이트원,230980.KQ
에코프로에이치엔,383310.KQ
에코플라스틱,038110.KQ
엔에이치스팩23호,422040.KQ
엔젠바이오,354200.KQ
엔피,291230.KQ
엔피케이,048830.KQ
엘티씨,170920.KQ
영우디에스피,143540.KQ
예선테크,250930.KQ
오로라,039830.KQ
오리엔트정공,065500.KQ
오상자이엘,053980.KQ
오스코텍,039200.KQ
오에스피,368970.KQ
올릭스,226950.KQ
옴니시스템,057540.KQ
와이엠텍,273640.KQ
와이지엔터테인먼트,122870.KQ
우리산업,215360.KQ
우리손에프앤지,073560.KQ
우정바이오,215380.KQ
우주일렉트로,065680.KQ
우진비앤지,018620.KQ
원바이오젠,307280.KQ
원익,032940.KQ
원익머트리얼즈,104830.KQ
원익큐브,014190.KQ
원익피앤이,131390.KQ
원풍물산,008290.KQ
위니아,071460.KQ
위즈코프,038620.KQ
윈팩,097800.KQ
유비케어,032620.KQ
유비쿼스홀딩스,078070.KQ
이노룰스,296640.KQ
이노메트리,302430.KQ
이노테라피,246960.KQ
이루다,164060.KQ
이씨에스,067010.KQ
이오테크닉스,039030.KQ
이지트로닉스,377330.KQ
이지홀딩스,035810.KQ
인바이오,352940.KQ
인터로조,119610.KQ
인터플렉스,051370.KQ
자연과환경,043910.KQ
제넥신,095700.KQ
제이스코홀딩스,023440.KQ
제이스텍,090470.KQ
제테마,216080.KQ
지노믹트리,228760.KQ
지씨셀,144510.KQ
지어소프트,051160.KQ
지에스이,053050.KQ
진양제약,007370.KQ
차바이오텍,085660.KQ
참존글로벌,158310.KQ
카이노스메드,284620.KQ
케이엘넷,039420.KQ
케이엠제약,225430.KQ
케이티알파,036030.KQ
케이프이에스제4호,347140.KQ
켐트로닉스,089010.KQ
코렌텍,104540.KQ
코리아나,027050.KQ
코미코,183300.KQ
코콤,015710.KQ
퀀타매트릭스,317690.KQ
큐에스아이,066310.KQ
크리스에프앤씨,110790.KQ
크리스탈지노믹스,083790.KQ
탑머티리얼,360070.KQ
텔레칩스,054450.KQ
텔레필드,091440.KQ
티라유텍,322180.KQ
티움바이오,321550.KQ
티플랙스,081150.KQ
파나케이아,058530.KQ
파라텍,033540.KQ
파워넷,037030.KQ
파이오링크,170790.KQ
파인디앤씨,049120.KQ
포스코엠텍,009520.KQ
푸른기술,094940.KQ
프럼파스트,035200.KQ
프레스티지바이오로직스,334970.KQ
플리토,300080.KQ
하나기술,299030.KQ
하이록코리아,013030.KQ
하이비젼시스템,126700.KQ
하인크코리아,373200.KQ
하츠,066130.KQ
한국기업평가,034950.KQ
한국전자금융,063570.KQ
한국정보공학,039740.KQ
한국테크놀로지,053590.KQ
한국팩키지,037230.KQ
한네트,052600.KQ
한라IMS,092460.KQ
한스바이오메드,042520.KQ
한컴위드,054920.KQ
한탑,002680.KQ
헥토이노베이션,214180.KQ
홈센타홀딩스,060560.KQ
힘스,238490.KQ
